Column1,Class
"  SELinux issues on Fedora 17, and fails to start. ",L2
  Data loss possibly related to composite-compound index invalid for splitting chunks when used for sharding.... new feature 2.2.0,L2
"  dbcase2.js failing with ""db already exists with different case other""",L2
  stale_clustered.js fails during SlaveOK query,L2
  scoped_db_conn_test unit test failing,L2
  replset9.js failing on FreeBSD,L2
  Fatal Assertion 16151 running core 'test' program in debug builds,L2
  Shard == operator doesn't handle replica set changes well.,L2
  ReferenceError executing stored JS with V8 causes nightly to segfault.,L2
  Need to include MIBs in subscribers edition,L2
  mutablebson doesn't handle OIDs with null correctly,L2
  V8 build isn't supporting some stored JavaScript that SpiderMonkey build could handle,L2
  currentop() from master in master-slave pair includes invalid BSON,L2
  Timestamp constructor in shell should take seconds instead of milliseconds,L2
  Building an index with a too-long name should always fail,L2
"  Regression of ""mongodump --collection"" Usage from 2.0.x to 2.2.x",L2
  Possible bug in recordStats - accessesNotInMemory - pageFaultExceptionsThrown,L2
  Cannot export to CSV dates prior 1970,L2
  Write unit test for allocator quantization,L2
  Mac OS X 64-bit DEBUG failing StackChecker check in 'test' program,L2
  jstests/sharding/gle_error_message.js failing in all Windows builds,L2
  getLastError does not work with dropDatabase in mongos,L2
  Improve the way indexes are used to do a range query on one field and sort on another,L2
  ReplicaSetMonitor::~ReplicaSetMonitor crash,L2
  Make replica set state transition smoother on the C++ driver,L2
  Add C++ Support to SSL driver,L2
  mongodump/mongorestore can't authenticate with replica set host string,L2
  stale_clustered.js intermittently failing across multiple environments,L2
  Fix typo in DBQuery.toString(),L2
"  V8 crash in shell with ""DB._v8_function"" or autocomplete on ""DB._""",L2
"  jstests/sharding/writeback_shard_version.js triggers apparent race, hits AssertionException 13297",L2
"  numeric named element selection semantics differ for regular expressions, $all",L2
  $all/$elemMatch does not expand arrays to look up fields,L2
  Don't purge bgbuffer after SECONDARY->PRIMARY transition,L2
  mongod with SSL segfaults when closing all connections,L2
"  use --objcheck by default, Server arbitrary memory reading",L2
  WritebackListener thread can die while handling exceptions,L2
  parallel test suite fails on Windows,L2
  clean (set|get)Parameter so we can add more easily,L2
  downgrading 2.3 to 2.0 causes local.oplog.rs Assertion failure len * 5 > lastExtentSize,L2
  assertion when we try to create database from two mongoses at once,L2
  Audit code which finds system.users database for authentication in mongos,L2
  Crash - Assertion: 10331:EOO Before end of object,L2
  mapReduce on a sharded collection fails with $readPreference ,L2
  Segfault in splitchunk following dropDatabase,L2
  Commands wrapped in $query reports wrong error message for unrecognized commands,L2
  mongod terminates on invalid s2d query,L2
"  Fix ""db.printSlaveReplicationInfo()"" command in mongo shell, for replica sets.",L2
  compareElementValues for CodeWScope is broken,L2
  Unable to access _id subdocuments in $group,L2
  wtimeout with tagsets never returns,L2
  Assertion error moving chunks,L2
  improve error message on fast_oplog_insert if collection isn't capped,L2
  The system.profile collection should always be capped,L2
  mongos need restart after rs.remove,L2
  can't run parallel test suite on 32-bits,L2
  Segmentation faults and lost replicaset seed on rs.remove(),L2
"  any V8 error during a query from the shell results in ""new socket error on query""",L2
  Config server floods log with: CMD fsync: sync:1 lock:0,L2
  Potential bug in rollbacks when running with auth,L2
"  Make copyDB, cloneDB, etc. work with auth when using old-style users",L2
  Balancer ignores jumbo chunks from balancing calculations,L2
  repl_monitor_stress.js failing,L2
  Map/Reduce Does not run on secondaries in a sharded/replica-set configuration,L2
  Display error code when logRotate is unable to rename log file,L2
  Updates create $set operations in oplog in a new format that is not parseable by most drivers,L2
  big_object1.js is failing,L2
  Mongos Commands return ok = true even when asserts fail,L2
  repl_monitor_stress.js timing out,L2
  Segmentation Fault in mongod,L2
  debian install fails if mongodb user already exists,L2
  CXX-Driver: examples/tutorial.cpp throws assertion src/mongo/client/dbclientinterface.h:1105,L2
  MongoDB will not build w/ CPU profiler enabled,L2
   E11000 duplicate key error index while stopping the Balancer,L2
  local.oplog.rs Assertion failure,L2
  Fix aggregation $sort + $limit when sort is handled by index,L2
  Valgrind memcheck errors with new geo tests,L2
  geoNear command doesn't work on sharded 2dsphere index,L2
  dbtests failing on disabled commands,L2
  unknown option 'setParameter' in multiversion testing,L2
  Invalid BSON in db.system.profile,L2
  Multikey index performance regression,L2
"  Linux page_faults as reported by ProcessInfo::getExtraInfo should be 64bit, not 32 bit",L2
  All operations blocked on one sharded collection,L2
  Windows debug builds display dialog on abort() -- they should just abort,L2
  jstests/slowNightly/command_line_parsing.js failing,L2
  majority.js failing on linux 64 legacy,L2
  Deleting documents constantly corrupts collection,L2
  remove2.js failing,L2
  Long-running ops block killOp/currentOp when using authentication from a localhost connection,L2
  Change handling of nullish values in math expressions,L2
  Linux open() with O_NOATIME can fail,L2
  sync2.js failing,L2
  SSL unexpectedly returns SSL_ERROR_WANT_xxxx,L2
"  use plan ordering when reporting ""winning"" plan at the top of explain",L2
  Command to build multiple indexes at the same time,L2
  BSON interceptors for v8 do not properly handle identical keys at the same level of nesting,L2
  MongoDB not using the most optimal index when sorting on 2 keys,L2
  cannot do replace-style updates when using hashed shard keys,L2
  Windows debug build displays dialog on C runtime assertion,L2
  geoNear command with 2dsphere index should preserve loc type when using includeLoc,L2
  GLE on sharded cluster can return previous operation's lastError,L2
  Potentially unexpected scans with compound indexes when some fields are multikey,L2
  read_pref.js failure in RHEL-64bit,L2
"  Server at 100% CPU, slow queries (15s) in spite of indexes",L2
  In sharded clusters on failed insert GLE sometimes returns null err field,L2
  jstests/testing_only_commands.js fails when run under small_oplog,L2
  Mongo should be able to reply to client requests for data in RAM while flushing to disk,L2
  query being routed to recovering node when read_preference is secondary,L2
  Combination of geospatial and sort queries causes skip and limit to fail,L2
  v8's ContextSwitcher::PreemptionReceieved() may check the wrong isolate,L2
  StackLimitCheck::HasOverflowed should use real_climit (v8 backport),L2
  default chunkSize of 64MB is not taken care ,L2
  sharding/remove2.js failure in buildbot,L2
  directoryperdb with volume mount inside dbpath trips assertion failure during dropDatabase(),L2
  rename4.js failing on multi_version_sharding_passthrough,L2
  auth1.js failing on OS X 10.5 64-bit DUR OFF,L2
  mongod crashed when ending connection,L2
"  mongod reports ""Too many open files"" after the first config server was killed and finally crashed",L2
  mongod segfaulted,L2
  Query anomaly with Date and Timestamp,L2
  use _exit() instead of dbexit() in processCommandLineOptions() (db.cpp),L2
  jstests/replsets/sync_passive2.js failing,L2
  dbtest ConfigUpgradeTests::CollectionUpgrade failing due to constructor in the call tree: mongo::ScopedDistributedLock::~ScopedDistributedLock(),L2
  GLE with 'w' on --configsvr instances times out,L2
  Shell exits with successful return code upon failure,L2
  jstests/slowNightly/memory.js failing with V8::FatalProcessOutOfMemory,L2
  getLastError >90 ms delay over mongos,L2
"  When an index is present, $not operator doesn't return documents that don't contain this field",L2
  inserting data into mongodb taking 37 sec ,L2
"  mongos asserts, 100% CPU",L2
  mongodump crashs on empty database,L2
  mongo shell crashes with missing host,L2
  $nearSphere on boundaries does not work,L2
  Authentication repeatedly fails after major network issue,L2
"  ""javascript execution interrupted"" in mr_killop.js",L2
  Unable to start mongos.exe on windows 32-bit,L2
  Possible deadlock in killOp/curOp,L2
  Object.create(null) throws,L2
  mongo_dump SEG FAULT with replica set,L2
  timeoutMs was never implemented in V8Scope's invoke() or exec(),L2
  Shell exception when printing startup warnings with auth enabled.,L2
  incorrect use of sparse index to sort query results,L2
  Need to conditionally initialize gcrypt library,L2
  Flush buffer before changing sync targets to prevent unnecessary rollbacks,L2
  Migrations calculate majority incorrectly when waiting for writes to replicate,L2
  Possible bug in primary's tracking of how up-to-date its secondaries are.,L2
  mongos segfault on replica set member shutdown,L2
  mongo shell crashes when yanking many characters,L2
  Replica set may be unavailable for up to 30 seconds after killing primary,L2
  RHEL 5.7 Type Definition Errors,L2
  $unwind of non-array should be allowed,L2
  $unwind should error if embedded document field is specified via dot-notation,L2
  server can't find self in balance_repl.js,L2
  Update with positional operator does not update index,L2
  --fastsync should be prohibited on a replica set,L2
  Inserts don't increment writebacksSince,L2
  saslStart and saslContinue commands should set ok to 0 on failure,L2
  MapReduce on Sharded System Can Bypass Auth Checks,L2
  Exception in replicated delete caused server crash,L2
  don't use shardconnection for auth in 2.2,L2
  Shard::containsNode does not check whether ReplicaSetMonitor::get returns null,L2
"  mongostat calculates locked db incorrectly, it doesn't divide by the sampling time",L2
  mongoexport and count command return different number of records,L2
  Text indexes are created as v:0,L2
  Insertions into text-indexed collections fail if score exceeds threshold,L2
  Text search with large result set raises unhandled exception,L2
  Text indexes with array partition field aren't indexed as multi-key,L2
  Multiple text indexes per collection should not be allowed,L2
  ShardConnection::sync() during autosplit is not logged in with _system user,L2
  textSearchEnabled:false does not prevent creation of text index on some platforms,L2
  slowness in mongos when dealing with replset due to getServerAddress() calls,L2
"  mongoimport TSV,CSV and JSON always generate duplicate entries for all but the first record when importing",L2
  Memory Leak in 2.3.0,L2
  Unused index-boundaries on multikey,L2
  GridFS C++ client runs getLastError() against admin database,L2
  Authenticating as 2 users on the same database should cause the first user's privileges to be replaced by the second user's but doesn't,L2
  Two primaries for the same replica set,L2
  Replication breaks with errorMessage (c_prod Assertion failure a.ext()->xprev.isNull()),L2
  Add gsasl source files to client distribution,L2
  Don't close persistent handle in mongoFind(),L2
"  Erasing ""\t"" and "" "" from config file strings.",L2
"  Write backtrace error to ""log()"" for backtrace_symbols",L2
  The rotateLogs() function doesn't print errno when the rename() fails,L2
  mongostat rowcount option not working with discover option,L2
"  index corruption when inserting documents, mongod now crashes on startup",L2
  v8 leaks several external objects,L2
  Logging to stdout can break in V8,L2
  a query field with a $not operator should not be used to populate an upsert document,L2
  Mod::isIndexed still not correct for some update edge cases,L2
  Inconsistent licensing headers in src/mongo/scripting,L2
  Odd Count / Document Results Differential On Sharded Collection,L2
  Polygon running the length of the equator returns incorrect results using $within query and 2dsphere index,L2
  getLog returns truncated lines when logUserIds=1,L2
  Test failure on nestedobj1.js,L2
  Usability issues with splitting + hashed shard keys,L2
  Unstable connectivity in replica sets environment,L2
"  find() or mapreduce query with { $date: '...' } doesn't work, only ISODate('...')",L2
  master1.js in master/slave test suite fails with auth,L2
  Using aggregation $sort on certain BinData causes segfault,L2
  mongod does not start with auth enabled and auth mechanism of GSSAPI,L2
  reverse logic of --sslForceCertificateValidation,L2
  Cannot insert new documents to mock server after doing a query,L2
  Make copyDB and clone work with auth when using new-style users,L2
  ES5: Object.seal throws exception when run on a document,L2
  empty tag sets [{}] asserts with primary read preference,L2
  db.eval('return print') crashes client,L2
  Using copyDatabase to copy from an unauthenticated instance to an authenticated instance fails,L2
  connections_opened.js failing when run under small_oplog,L2
  ES5: Object.freeze throws exception when run on a document,L2
"  slow replication and long write locks caused by capped collection without _id field and index, affects 2.2.2 but not 2.0.4",L2
  Assertion in mongo log: 10334:Invalid BSONObj size: 1769280243 (0xF3127569) first element: : ?type=100 ,L2
  Map Reduce Data Will Sometimes Not Get Inserted,L2
  Unauthorized ops will only be logged when connection is not auth to any db,L2
  Mongoexport should not interpret '\n' within a field as an actual newline. ,L2
  getParameter works even when not logged to admin db in mongos,L2
  Make invoke() throw if execution was interrupted,L2
  too-frequent sync source changes causes node to fall behind,L2
  Assertion in mongo log: 10334:Invalid BSONObj size: 1769280243 (0xF3127569) first element: : ?type=100 ,L2
  $concat should fail on non-string types,L2
  assertion failures (saveerrmsg) during repair,L2
  assertion failures (btree) during repair,L2
  shell returns different return codes Windows vs. Linux on exception,L2
  new test connections_opened.js failing on Windows debug,L2
  MongoD is spamming with hundreds of gigabytes of logs,L2
  SpiderMonkey shell fails on startup -- ReferenceError: assert is not defined,L2
  backport sorted chunk cursor to 2.2,L2
"  FieldParser default parameter not used, should remove",L2
  getLastError returns hosts replicated to in incorrect format,L2
  deadlock in touch command,L2
  Solaris zombies from dur_passthrough,L2
  gle doesn't distiguish between error types when finding errors,L2
  Investigate virtual memory growth 2.2->2.3,L2
"  getLastError returns replicatedTo which is different than value of ""w""",L2
"  copydb command always requires credentials if the destination mongod is running with authentication, even if the source is running without it",L2
"  After re-starting mongod, logs gets filled with messages during IndexRebuild",L2
  DB accessors intercepting prototype access to 'this',L2
  getLastError replicatedTo leaks admin information to non-admin user,L2
  Multiple $sort on fixed size array causes wrong/duplicate elements ,L2
  Multiple $slice on fixed sized array causes wrong/duplicate elements,L2
  Make JavaScript error reporting more closely match version 2.2,L2
  FTS: projection => project to make consistent with aggregation framework,L2
  FTS: Misspelled parameter does not give an error,L2
  Performance problems when hitting slaveDelay limit after upgrade to 2.2.2,L2
  connections_opened.js failing on OS X debug,L2
  Remove three argument constructor from the V8 version of BinData,L2
  freebsd warning message on shell startup,L2
  removeb.js takes half an hour on freebsd,L2
  $each on $push gives unexpected results when used alone,L2
  config upgrade v3 to v4 too paranoid about config.collection formats,L2
  saslAuthenticate defaults to wrong database when using GSSAPI mechanism,L2
"  return value ""n"" in db.getLastErrorCmd()  have BUG",L2
   Starting MongoDB using snapshot data on PIOPS volumes on Amazon EC2 environment,L2
  Config upgrade v3 to v4 fails when old upgrade collections doesn't exist on the server,L2
  split command with find fails,L2
  Possible to create user with invalid role.,L2
  Naming convention for roles is inconsistent,L2
  jstests/profile4.js fails on fast machine in Windows 64-bit,L2
  Duplicate Key error exception on secondary sync with $inc,L2
  Cannot move min chunk on hashed shard key,L2
  balancer locked in state 0,L2
  Debian package fails to install if mongodb is installed,L2
  The server terminated unexpectedly,L2
  $where does not report JavaScript error text in V8 build,L2
  Possible deadlock between db mutex and ClientCursor::ccmutex during authorization in ClientCursor::eraseIfAuthorized?,L2
  Mongos incorrectly parses read preference spec with $query syntax,L2
  indexbg1.js failures,L2
  cursor_timeout.js failing,L2
  Listener timer inaccuracies on non-Linux,L2
  Using $set with upsert against sharded cluster behaves differently to non-sharded cluster,L2
"  Compare Date vs timestamp errors out, timestamp vs Date doesn't",L2
  scoped_db_conn_test threading issues,L2
  Possible deadlock with auth check for building indexes,L2
"  If you call count on a $near query it looks at all points, and is slow.",L2
  sharded count may incorrectly count migrating or orphaned documents (does not filter using chunk manager),L2
  upserts handle operators (i.e. $exists) in a manner inconsistent with inserts,L2
  mongodump dumps a collection with capped in metadata when it's not (anymore),L2
  collMod doesn't work when run through a mongos on an authenticated cluster,L2
  max_message_size.js fails in auth passthrough suite,L2
  DBClientConnection::auth should support SASL authentication,L2
  Make replica set state changes take a write lock,L2
  Log/getLastError/profile output reports nupdated:1 even if no change,L2
  Tools cannot use SASL authentication mechanisms.,L2
  Large update to text index can cause group commit to exceed max size,L2
  Mongod can fail to output error message during index building,L2
  sharding/gridfs.js test fails when calling tojson,L2
  Map-reduce memory leak,L2
  MongoDB Segmentation Fault ,L2
  $query with count and $hint not behaving the same as count() and hint() of cursor,L2
  No results with $near and $nearSphere queries using 2dsphere indexes and $maxDistance parameter ,L2
"  Index build errors during mongod --repair swallowed, not reported.",L2
  Multi-key index prevents bounds being used for non-multi-key part,L2
  Mongod memory leak during MapReduce in 2.2.x,L2
  Compound 2d sphere indexes in 2.4 don't support array fields?,L2
  mongod running with GSSAPI cannot be part of a replica set without MONGO-CR enabled,L2
  mongorestore GLE default accidently changed from fire-and-forget to w:1,L2
  reconfig may cause problem re-electing primary ,L2
"  workingSet command pagesInMemory estimate not affected by db ""touch"" command",L2
"  workingSet estimate is inaccurate, stablizes at incorrect value",L2
"  Acquiring privileges on database """" (empty string) trips fassert",L2
  Fix broken condition in oplog reader code.,L2
"  Users with role ""userAdminAnyDatabase"" cannot create a database's first user",L2
  collection_manager_test debug build assert failure,L2
"  _id values generated by mongod are not thread safe across databases, may cause mongod to generate duplicate ids for a single collection (resulting in insert failure)",L2
  Running auth passthrough test with --authMechanism=CRAM-MD5 still actually runs with MONGO-CR,L2
  Missing space in log message,L2
  Document size limit can cause idempotency issues,L2
  Running replSetSyncFrom on mongod with no replset config causes crash,L2
  Live oplog can be dropped,L2
  $setOnInsert and fastmod,L2
  $in count query with null array does not yield error on empty collection,L2
  Recovering slave with journal causes Invalid BSONObj size -assertions,L2
  Javascript for 'For' operator works incorrecly,L2
  Lazily clean up temp collections,L2
  store more lines in RamLog,L2
  Secondaries running 2.0 not detected by 2.4 mongos during 2.2 -> 2.4 upgrade process,L2
  mongorestore -h is slightly incorrect in 2.4.0-rc0,L2
  $external database is created as a database and prevented sharding,L2
  Re-enable tests now that mongo shell reconnect logic for SASL auth is fixed,L2
  Removing permissions on log directory causes stack dump,L2
  Unauthorized users allowed to read system.profile collection,L2
  Mongo crash,L2
  apply_ops2.js failing in slowNightly suite,L2
  Not in covered index query does not have nscannedObjects = 0 ,L2
  Exists query with a sparse index should have nscannedObjects = 0,L2
  getlasterror on sharded cluster does not merge writtenTo field to the top level.,L2
  Audit replica set state transitions,L2
  Covered query on a compound index that does not yield any results does not have indexOnly = true,L2
  Query with sort ($natural:1) is reported as indexOnly when it should not be,L2
  indexOnly should be false when sorting by a non indexed field,L2
  debian/init.d does not work when numactl is installed,L2
  null and {$exists: false} queries inside arrays match less than I'd expect,L2
  drop2.js failing under auth,L2
  win32 builds don't check ::send return status,L2
  Projecting a field that has a 2dsphere index gets the geohash and not the actual coordinates,L2
"  Upgrade process from 2.2 to 2.4 does not clean up ""upgradeId"" and ""upgradeState"" fields in config.version",L2
"  Authenticating as a user that has a non-existent role prevents acquiring any privileges, even if that user has other valid roles",L2
  Add command to cleanup orphaned data created by failed chunk migrations,L2
"  replica set member down, Got signal: 7 (Bus error).",L2
  $elemMatch (objects in array) not using index range correctly,L2
  Add context to JavaScript errors reported by v8,L2
  Non covered geo query is reported as a covered query,L2
  Unauthorized users are allowed to rename to and from system.users,L2
  users with dbAdmin role cannot view index stats,L2
  User with read role can do fsync unlock in sharded cluster,L2
  System.js functions are not available to map/reduce jobs,L2
  Make hidden _v8_function property read-only,L2
  toJson produces incorrect shell TimeStamp constructor declaration,L2
  $setOnInsert of field existing in upsert query triggers verify assertion in Mod::apply(),L2
  Calling rs.remove() causes a segmentation fault when using SSL,L2
  2d geo query with predicate operators treated as exact point match,L2
  InvalidStoredJS test failure,L2
  checkStatus in DBClientReplicaSet has no explicit socket timeout,L2
"  connection_status.js failing with ""SASL not compiled into client library""",L2
  MapReduce leaks ClientCursors,L2
  setParameter on mongos should enable parameters on all shard members for textSearch,L2
  broken doc links in server codebase,L2
  PowerOf2 sizes can allow a document to grow in size inside a Capped Collection,L2
  jstests/sharding/mrShardedOutput.js needs an index,L2
"  When shell fails to connect due to not having ssl, message is not informative",L2
  backport fixes for sharding tests,L2
  replsets/remove1.js race,L2
  $setOnInsert should not create an empty parent object when it should be a no op,L2
  mongo tools do not support --sslPEMKeyFile or --sslPEMKeyPassword,L2
  Driver crashes with boost 1.52,L2
  Error messages when trying to shard on a 2dsphere index are incorrect.,L2
  Explain output should include index spec,L2
  jstests/sharding/shard_insert_getlasterror_w2.js is failing,L2
  node marked as ok before marked as secondary by ReplicaSetMonitorWatcher,L2
  slowNightly\replReads.js failing intermittently on windows,L2
  SpiderMonkey shell fails to start -- ReferenceError: JSON is not defined shell/utils.js:574,L2
  no_balance_collection.js failing on RHEL64,L2
  src/third_party/gperftools-2.0/src/tcmalloc.cc:289] Attempt to free invalid pointer 0x7f5e000001ad,L2
"  Invalid access at address: 0 from thread ""command: { serverStatus: 1 }"" Got signal: 7 (Bus error).",L2
  2d suitability() is inconsistent with newCursor() in certain nested field cases,L2
  $all does not return document when searching on field named 'query',L2
  mongosniff cannot sniff ssl traffic ,L2
  migrateBig.js failing on RHEL 64,L2
  Wrong BinData written with mongoimport ,L2
  mongo shouldn't be able to connect with revoked cert,L2
  consider additional paranoia for config upgrade,L2
  check result of dynamic_cast not NULL in config_upgrade.cpp,L2
  Should not be able to start mongod with CA-signed cert without specifying --sslCAFile option,L2
  findAllChunks / _findAllCollections leak memory on invalid chunks,L2
  Debian manpages are out of date,L2
  sock_test makes invalid assumption that network writes are coalesced,L2
  Memory leak in DBClientReplicaSet::slaveConn,L2
  Speculative - possible to recover certificate password with gdb?,L2
  jstests/profile1.js is a race and fails randomly,L2
"  SSL: mongod started with --sslWeakCertificateValidation, mongo can't connect with self-signed cert",L2
"  Start ssl mongos where config server is non-ssl, no informative message",L2
"  Config server with CRL, mongos started with revoked cert, unclear error message",L2
"  SSL mongos, add non-ssl shard, no informative message, mongos crashes",L2
  Add non ssl arbiter to ssl RS crashes primary,L2
  Cannot balance while target shard has node with revoked cert,L2
"  Start mongod with SSL, CAFile and CRLFile -  expired CRL file - shouldn't start. ",L2
  mrShardedOutput.js failing on multiple platforms - ensure transferMods after commit,L2
"  In explain output, per plan 'n' count is not updated after an out of order plan wins",L2
  Stack traces aren't captured in global RamLog,L2
  Downgrading 2.4=>2.2 without dropping 2dsphere/text indexes can lead to data corruption,L2
  Query optimizer doesn't use hashed key in a query with sorting on a different indexed value,L2
  IndexSet fixes,L2
  basicPlus.js timing out on Windows DEBUG builds,L2
  DBClientReplicaSet::slaveConn returns connection to primary,L2
  auto2.js failing on Windows with auth,L2
  Large one-time spike in DB write lock micros,L2
  Add decrement to Counter64 ,L2
  memory leak in config upgrade codepath,L2
  Mongostat 2.2 can't --discover shards in a 2.4 cluster,L2
  Write automated tests for stored procedures,L2
  sharding_migrateBigObject.js failing on RHEL,L2
  Solaris segfault in geo_update_btree.js during small_oplog test suite,L2
  Autocomplete segfaults in SpiderMonkey builds,L2
  Race condition when setting ShardingConnectionHook on mongod connection pools,L2
  mongos crashing when running splits + inserts on collection with hashed shard key,L2
  mongos 2.2 can route to incorrect shard because it doesn't know about hashed shard keys,L2
  Couldn't kill the $where operations in features3.js,L2
  remapPrivateView: Solaris mmap() is not atomic,L2
  Sort or Find on Symbol data type throws exception,L2
  readWrite users can delete privilege documents via ensureIndex,L2
  aggregation $within command: exception thrown,L2
  Unable to stop balancer,L2
  compact.js failed via parallel test on Linux 64-bit debug,L2
  version2.js failing on Enterprise builds,L2
"  Inserts into any namespace ending in "".system.indexes"" are treated like inserts into ""system.indexes"" and actually build indexes.",L2
  tautological compare in ping time sanity check,L2
  Upsert of a document with shard key results in failure as opposed to a succesful insert,L2
  print and printjson should be allowed from $where and MapReduce,L2
  local.startup_log should not have an underscore in the collection name,L2
  JSTests::TypeConservation unit test segfaults on Spidermonkey,L2
  JSTests::Fundamental unit test fails on Spidermonkey,L2
"  sharding/remove2.js failing on Windows with ""local database 'test' exists""",L2
"  mongos with --upgrade and missing --auth flag prints ""config servers not in sync"" message",L2
  read_pref.js failure in RHEL-64bit [2],L2
  Assertion: 10334:Invalid BSONObj size: 1947271168 (0x00001174) first element: : ?type=115,L2
  manyclients.js failing in parallel tests,L2
  Large arrays in v8 can crash process with out of memory assertion,L2
  GeoSearch::expandEndPoints can elicit --multiset::begin(),L2
  error 13388 shard version not ok in Client::Context,L2
  Bug in decision logic for whether a term in a document is a stopword,L2
  Failed install using Fedora yum,L2
  Rename text search filter to match to be consistent with aggregation,L2
  runCommand with distinct and the db.xxx.distinct return different results when using $near in the query,L2
  Missing 'connection accepted' entry in mongos log,L2
  Scoring algorithm exact match detection not performed correctly,L2
  upgrading ShardChunkManager without write lock on setShardVersion can cause errors on writes,L2
  Query parameters are not being honored,L2
"  The data type of a value is causing error: {  ""$err"" : ""requested keyPattern does not match specified keys"",  ""code"" : 10365 }",L2
  buildBottomUpPhases2And3 should check assertion code when detecting a dup,L2
  improve error message on invalid text index spec,L2
  Result of date plus millseconds cannot be used within same project,L2
"  Shell displays ""JavaScript execution failed: "" before all JavaScript errors, adds ""L"" before line number",L2
  strange performance discrepancy on enterprise builders,L2
  Fix multiVersion tests for 2.5.0 branch,L2
  TestParsingOverflow unit test failing,L2
  readWrite users can delete privilege documents via cloneCollection,L2
  Count() can be wrong in sharded collections,L2
  Getlasterror call return wrong result when the previous write op has chunk splitt,L2
  constructors.js failing in debug mode,L2
  Performance dropoff for ,L2
  Better story for mongos refresh when another mongos dropped a database,L2
  10gen custom types not defined in Spidermonkey mapReduce context or $where query context,L2
  $geoNear alias causes error when using with 2d index,L2
  New GetRecordAllocationSizeWithPadding unit test failing,L2
  SNMP: silent server crash when permission denied for AgentXSocket,L2
"  Searches on partitioned text indexes return no results if ""language"" is specified",L2
  mongodb crashed with E11000 duplicate key error,L2
  Mongod and mongos crash induced by many concurrent invocations of the getnonce command.,L2
"  In redhat, installing old version of mongo-10gen-server package installs newer client package",L2
  Mongos keeps stale configs,L2
  $add returns null if any of the operands are null,L2
  Duplicate users in system.users causes problem with 2.4.x upgrade,L2
"  Config server meta-data upgrade from 2.2.3 to 2.4.0 fails with ""could not create new collection""",L2
  proactively detect broken connections detected by the network,L2
"  Shell calls GLE with w:1, which prints an error if the write was to the config servers",L2
"  Config server meta-data upgrade from 2.2.3 to 2.4.0 fails with ""could not create new collection""",L2
  mongoimport doesn't accept dbref,L2
  Out of memory leads to crash and node corruption.,L2
"  During failover in replicaset, MongoDB crashes",L2
  TTL index asserts on 2.4 secondary ,L2
  Update db.help() with new format for addUser(),L2
  Replica set crashes during sync,L2
  Fatal Assertion on replication,L2
  Mongostat 2.4 segfaults when called with multiple hosts and auth,L2
"  mongod crashes when creating a ""2dsphere"" index on a large (~10 million docs) collection.",L2
  Field names can be repeated in JavaScript when the same value is set multiple times,L2
"  Upsert fails with ""cannot modify shard key"" when not modifying shard key",L2
  Duplicate configdb entries should not be allowed,L2
"  mongo shell crashes - can't handle type: 14 a: ""b""",L2
  Can't failover last SECONDARY node with Replica set.,L2
"  JSON parser doesn't accept simple DBRef $id values, like ints or strings",L2
  Enterprise libgcrypt initializer missing dependency edge with client context sasl initializer,L2
  printjson/printjsononeline JS helpers may attempt to access the 'DB' object (even if it doesn't exist),L2
  Make copydb command work with auth on mongos,L2
  Multiple failures when creating a collection using international character sets,L2
"  Formatting issues with initialSyncOplogApplication, printing hex for dates",L2
  currentOp output format changed for MapReduce,L2
  initAndListen returns on ECONNABORTED,L2
  checkAuth can cause step down on Authentication failure,L2
  $pull operation does not work with $each,L2
  Mongo segfault on mapreduce - repeatable every time,L2
"  Error on invalid $pull: ""{$pull: {flags : {$each : [1,2,3]}}}""",L2
  Include snmp files in enterprise packages,L2
  Avoid raw pointers for SM's nativeHelper,L2
"  Unable to upgrade config metadata from v3 to v4 - 13127 getMore: cursor didn't exist on server, possible restart or timeout?",L2
  Reset JS scope data after logout and login,L2
  fast index build for initial sync,L2
  Building with SSL enabled in Ubuntu 12.04 LTS not possible,L2
  Enterprise: typo in IANA enterprise number for SNMP,L2
  cursor leak in mongos of unsharded cursors,L2
  turning on usePowerOf2Sizes throws error on sharding with auth,L2
  Could not start mongodb arbiter after hard reset because of mongod.lock exist.,L2
  touch command does not yield,L2
"  In text searches with $near filter, results don't obey filter",L2
  Mongos process crashes on socket exception,L2
  Problem with global initialization of gcrypt library in enterprise build,L2
  heap_usage_bytes incorrect in 2.4,L2
"  ""warning: failed to read from /proc/self/numa_maps: errno:2 No such file or directory"" < 100 characters",L2
  Nested $or queries seem to not use indexes efficiently,L2
  Remove extra output on startup via init script,L2
  Initial replication sync failed,L2
"  Change references from ""mongo"" to ""mongodb"" in packaging specs and scripts ",L2
  Unexpected query plan for a $or condition,L2
  database_names blocks while index is being rebuilt on a shard,L2
  Invalid access at address: 0; Got signal: 11 (Segmentation fault),L2
  Phrase search won't match phrases that aren't space-delimited,L2
  Can't use $setOnInsert with a shard key,L2
  Handle mongos' with different timezones when setting balancer window,L2
  init script is not working after upgrade ,L2
  C++ driver's shared library build is broken,L2
  On explain() millis value is 0 for GeoSearchCursor,L2
  Cannot authenticate in 2.4.1,L2
"  Support pinning to branches, not just specific point releases. ",L2
  s2cursor can return dups when it yields,L2
  Windows 32bit failing intermittently on migrateBig.js,L2
  sharding/gridfs.js failing,L2
  Ability to see what operations failed on bulk insert,L2
  Exterior shell of polygon is invalid: duplicate points not ignored in Polygon/MultiPolygon,L2
